zpid,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,homeImage
83822735,37,0,3,1,0,1,0,1,0,9583,2999,1,0,1,1,2.033333333,8.666666667,1533,17,4,4,2,83822735_3fef2e833d44c614c1599c3866b740b8-p_f.jpg
29357235,36,0,3,2,0,0,0,0,0,7492,2709,1,0,1,1,1.866666667,8.666666667,1533,17,3,4,2,29357235_947756a35894d6ac1a916d17ef2696d5-p_f.jpg
83824146,79,0,5,2,1,2,0,1,0,14810.4,3339,1,0,1,1,2.633333333,7,1381,16,4,4,2,83824146_244bb49965ebaa3e5978454e3f3a2f1b-p_f.jpg
64488028,26,0,3,1,0,0,0,0,0,8015,1736,1,0,1,1,2.7,3.666666667,1369,15,3,3,2,64488028_643103d2ae91a2d09b38f7cc84a3363c-p_f.jpg
29357231,22,0,2,3,0,0,0,0,1,8276,2690,1,0,1,1,1.866666667,8.666666667,1533,17,3,4,2,29357231_6d8723c52c7f3645fc3a5731b78eecb0-p_f.jpg
29354140,33,0,3,1,0,0,0,0,0,55756.8,4245,1,0,1,1,2.233333333,7,1381,16,4,4,1,29354140_36452db5fd932669c221200240d8c7e7-p_f.jpg
58311526,26,0,2,2,1,1,0,0,0,7405,1495,1,0,1,1,3,3.666666667,1369,15,2,3,1,58311526_0d3f73b29447982646e5db3532fd6fa3-p_f.jpg
70348227,1,0,5,1,3,4,0,2,0,10846,4277,1,0,1,1,2.066666667,8.666666667,1533,17,4,5,2,70348227_e45af285f6f6ad844acc16287ad955fb-p_f.jpg
29354130,52,0,3,1,0,0,0,0,0,55321.2,5036,1,0,1,1,1.933333333,7,1381,16,5,5,2,29354130_0a66ee12b81fd2bacfa351e5f65aefb6-p_f.jpg
29354119,35,0,4,2,0,0,0,0,0,29185.2,4317,1,0,1,1,2.1,7,1381,16,3,5,2,29354119_8391e55c7296c36ba9f7ee006b273184-p_f.jpg
89549524,1,0,0,1,0,0,0,0,0,5662,1436,1,0,1,1,2.433333333,5.333333333,1506,15,2,3,1,89549524_d8cc87e764b0eb872af76be87abe1bc8-p_f.jpg
29357222,60,0,7,2,2,0,0,1,0,7700,3109,1,0,1,1,1.933333333,8.666666667,1533,17,3,4,2,29357222_c08bc75beb1c0ccda9111150a48635d5-p_f.jpg
29348619,87,0,2,2,1,0,0,0,0,14374.8,2224,0,1,3,0,4.6,8,1373,14,3,4,2,29348619_679159299938effe781d0f9467552fb6-p_f.jpg
29470018,37,0,3,2,0,0,0,0,0,5662,2617,1,0,1,1,3,3.666666667,1369,15,3,5,2,29470018_402e0ad40969b68f4941a946c18e14f5-p_f.jpg
29354114,38,0,1,2,0,0,0,0,0,32234.4,3240,1,0,1,1,2.2,7,1381,16,4,3,2,29354114_b2631ac7bf341dbfa7cfca7c729b25d9-p_f.jpg
60135516,30,0,3,1,0,0,0,0,0,5749,2711,1,0,1,1,2.833333333,3.666666667,1369,15,3,4,2,60135516_566da91c124d7321a20a02e6e90cf0c2-p_f.jpg
29354111,34,0,3,3,2,0,0,2,0,27878.4,5070,1,0,1,1,2.3,7,1381,16,4,6,2,29354111_b8fd0cb3c9297be1cc726723a9dc318a-p_f.jpg
83816721,40,0,1,2,0,0,0,0,0,12632.4,4239,1,0,1,1,2.1,8.666666667,1533,17,4,5,2,83816721_69ea9ef2a1d8a213d10eda531ba77602-p_f.jpg
29470015,16,0,4,1,0,0,0,0,0,5793,2775,1,0,1,1,2.966666667,3.666666667,1369,15,3,4,2,29470015_385e3ad63826638f6a510c111e209309-p_f.jpg
29354108,44,0,1,2,0,0,0,0,0,30492,4067,1,0,1,1,2.3,7,1381,16,5,5,2,29354108_f804820956600737993583076ace635d-p_f.jpg
29357218,42,0,6,2,2,0,0,0,0,7492,2911,1,0,1,1,2,8.666666667,1533,17,3,4,2,29357218_5a672ed2272e49e154314a44e9ea1cf6-p_f.jpg
29359458,1,0,3,1,0,0,0,0,0,15681.6,3835,1,0,1,1,1.8,7,1381,16,4,3,2,29359458_06f5eb4a90b16010fc8492ef3a9eda6b-p_f.jpg
29354106,43,0,3,2,0,0,0,0,0,16117.2,4237,1,0,1,1,2.333333333,7,1381,16,4,4,2,29354106_6e249819c255b5fff26ca35f992bbb98-p_f.jpg
83820717,21,0,4,2,1,1,0,1,0,5532,2686,1,0,1,1,1.8,8.666666667,1533,17,3,4,2,83820717_8eb911540cd58e63ec531a2a7260df0c-p_f.jpg
29359716,39,0,6,2,0,0,0,0,0,13068,3332,1,0,1,1,1.866666667,8.333333333,1476,17,4,4,2,29359716_f4defd6fca2822fa822004a3e2881788-p_f.jpg
29354105,35,0,2,2,3,2,0,1,0,10672,4297,1,0,1,1,2.3,7,1381,16,4,4,2,29354105_88c5a0187828d6fa4da84b992f396ded-p_f.jpg
63228508,27,0,5,1,0,0,0,0,0,4268,1788,1,0,1,1,2.9,5.333333333,1506,15,3,3,2,63228508_1455bf767ea77eb9f3b399977484f537-p_f.jpg
29354104,30,0,3,2,0,0,0,0,0,10890,3732,1,0,1,1,2.3,7,1381,16,4,5,2,29354104_04a79dff7a2899aebb563f6bb287efff-p_f.jpg
145654713,40,0,4,2,2,2,0,1,0,19166.4,3373,1,0,1,1,1.8,8.333333333,1476,17,4,4,2,145654713_60ed8cfb7566cefb426b0cb854ed5e30-p_f.jpg
60135508,17,0,3,1,1,2,0,0,0,5793,2912,1,0,1,1,2.9,3.666666667,1369,15,3,4,2,60135508_02f01d7e410aa4a3fbda3d3bbc5bfa34-p_f.jpg
29354103,63,0,2,2,3,1,0,0,0,11325.6,3708,1,0,1,1,2.3,7,1381,16,4,4,1,29354103_b892a55fd95ae6d28e93ab7476e6f563-p_f.jpg
29359712,37,0,1,2,0,1,0,0,0,23958,3839,1,0,1,1,1.833333333,8.333333333,1476,17,3,5,2,29359712_bd4dc4e66137f45ccf73a8e55c570c70-p_f.jpg
83822707,24,0,7,3,0,0,0,0,0,12196.8,4182,1,0,1,1,2.6,8.333333333,1533,17,4,4,2,83822707_1e820906eaf779ec0cac069de8206382-p_f.jpg
63228504,25,0,3,1,0,1,0,0,0,3615,1314,1,0,1,1,2.9,5.333333333,1506,15,2,3,1,63228504_0e9cd2d3a0a807990c1899da5e13d9c4-p_f.jpg
29354092,50,0,0,1,0,0,0,0,0,15681.6,5508,1,0,1,1,2.3,7,1381,16,5,4,2,29354092_cea1a4ab74d4cf985cd4c0e0b3e47b5f-p_f.jpg
29359707,80,0,3,2,2,3,0,1,0,10863,3476,1,0,1,1,1.966666667,8.333333333,1476,17,3.5,3,2,29359707_b324cd4062c94c549c23a9c24dc1d1c4-p_f.jpg
29354087,36,0,4,2,1,2,0,1,0,13503.6,3473,1,0,1,1,2.2,7,1381,16,4,4,2,29354087_62ad3576b6e637dc83075aeab5fe2bba-p_f.jpg
29359706,46,0,4,2,0,0,0,0,0,12632.4,2603,1,0,1,1,1.933333333,8.333333333,1476,17,3,4,1,29359706_7df0b3f8569b706f72b7a8aad8bc11c1-p_f.jpg
63228503,24,0,4,1,0,0,0,0,0,3615,1343,1,0,1,1,2.9,5.333333333,1506,15,2,3,1,63228503_f706548e5b6c50adc7189fa8eba30cd9-p_f.jpg
29347586,40,0,3,1,1,1,0,1,0,94089.6,3397,1,0,1,1,2.866666667,7,1381,16,5,4,2,29347586_003bc5b8e643790731b8c07c495d8c2a-p_f.jpg
29357204,40,0,2,2,3,1,0,0,0,7971,2944,1,0,1,1,1.866666667,8.666666667,1533,17,4,4,2,29357204_8f68b979a20a1b418dd5f7650c5da7f4-p_f.jpg
60135501,64,0,5,2,1,2,0,0,0,5793,2234,1,0,1,1,2.966666667,3.666666667,1369,15,3,3,2,60135501_26caf110026ff93b7762837529b005a9-p_f.jpg
29354070,27,0,3,1,0,0,0,0,0,40075.2,4669,1,0,1,1,2.166666667,7,1381,16,6,5,2,29354070_5ba34912f20284cae752c3015ba6fc36-p_f.jpg
29359702,27,0,3,2,4,1,0,0,0,8232,3073,1,0,1,1,1.966666667,8.333333333,1476,17,4,4,2,29359702_1b4c595043ab821a8094c6466da9f3da-p_f.jpg
29357202,60,0,3,2,0,0,0,0,0,7927,2215,1,0,1,1,1.866666667,8.666666667,1533,17,2,3,1,29357202_c9c0372617558d2991e7985c2f105444-p_f.jpg
29354069,6,0,0,1,0,0,0,0,0,17424,3299,1,0,1,1,2.133333333,7,1381,16,3,4,2,29354069_8f6e092f7ac9592570df3db3c1122d63-p_f.jpg
60135500,20,0,5,2,0,0,0,0,0,6882,1578,1,0,1,1,3,3.666666667,1369,15,2,3,1,60135500_740f7672bac45f08008760ebb634937a-p_f.jpg
83816201,39,0,3,1,0,0,0,0,0,8712,3796,1,0,1,1,2,8.666666667,1533,17,4,5,2,83816201_149d7dfff89635036bdfcb0b230df973-p_f.jpg
54769560,27,0,3,1,0,0,0,0,0,16117.2,4454,1,0,1,1,2.666666667,7,1381,16,4,5,2,54769560_99ea9fbda2d600d9ee0f96e8924255f0-p_f.jpg
70324116,30,0,3,2,2,1,0,0,0,12632.4,2179,0,1,3,0,4.6,8,1373,14,3,3,2,70324116_cfc0d026ca514950167c0f03841fc778-p_f.jpg
144185510,38,0,4,2,3,0,0,0,0,36590.4,3876,1,0,1,1,2.2,7,1381,16,5,4,2,144185510_f27316fa6fa21b26fe63b9a1a20e7b62-p_f.jpg
29359691,1,0,5,1,0,0,0,0,0,10454,3070,1,0,1,1,1.933333333,8.333333333,1476,17,3,4,2,29359691_f977a7bee8e224d16001e8146b557e16-p_f.jpg
29347504,128,0,3,3,2,0,1,0,0,101494.8,4655,1,0,1,1,2.8,7,1381,16,4,4,3,29347504_3f6d0bcc06dfae50aa9abae19359c4fc-p_f.jpg
80088188,33,0,2,2,0,0,0,0,0,14810.4,3702,1,0,1,1,1.866666667,8.666666667,1533,17,4,5,2,80088188_3a241bbef97057918e61f631980fb8b0-p_f.jpg
83830685,142,0,7,2,0,0,0,0,0,9321,3000,1,0,1,1,2.1,8.666666667,1533,17,3,4,2,83830685_17303e9f9d11d77ff704b088adddd5e7-p_f.jpg
69811184,1,0,4,1,3,3,0,1,0,9147,3555,1,0,1,1,1.8,8.666666667,1533,17,4,5,2,69811184_196f926a0f54c1485d1fa8413c271b68-p_f.jpg
29359683,40,0,4,2,0,0,0,0,0,9147,3360,1,0,1,1,1.933333333,8.333333333,1476,17,3,4,2,29359683_ac9fa4b04016d28d9c663a8738477e92-p_f.jpg
64587681,1,0,8,2,0,0,0,0,0,9147,2667,1,0,1,1,2.4,8.666666667,1533,17,3,4,2,64587681_24fe1001149167ffafd10b677291e2b6-p_f.jpg
29359681,63,0,2,2,1,0,0,2,0,9713,2824,1,0,1,1,1.933333333,8.333333333,1476,17,3,3,2,29359681_e2f46b78dd9c4918eaa6ea02366239dd-p_f.jpg
70352680,7,0,2,2,0,0,0,0,0,13503.6,3632,1,0,1,1,2.266666667,8.666666667,1533,17,4,6,2,70352680_9a417a5df62f5e91d66c8c8cfbeb1a31-p_f.jpg
2096039179,16,0,2,1,1,0,0,0,0,4356,2020,1,0,1,1,1.9,8.333333333,1476,17,2,3,1,2096039179_6e3cf68a8e9f1910f7ec4716c9f97b86-p_f.jpg
29357176,67,0,1,2,2,1,0,1,0,7579,2994,1,0,1,1,1.9,8.666666667,1533,17,3,4,2,29357176_337a22817c149c4fe89232c69f3d9d76-p_f.jpg
29359674,58,0,4,2,1,1,0,2,0,9234,2017,1,0,1,1,1.966666667,8.333333333,1476,17,2,4,1,29359674_c9e58c76a9a98bac8a79c97bf079545c-p_f.jpg
29357173,31,0,7,2,0,0,0,0,0,11761.2,2878,1,0,1,1,1.9,8.666666667,1533,17,3,4,2,29357173_ff6227a9ef31225376551afa1c97f8f5-p_f.jpg
83126672,39,0,3,1,1,0,0,1,0,7492,3595,1,0,1,1,2,8.666666667,1533,17,4,5,2,83126672_c23e99ca2f3bd33d6328c0e9f6ecef61-p_f.jpg
83825168,78,0,3,2,2,1,0,1,0,10715,3640,1,0,1,1,1.833333333,8.666666667,1533,17,4,4,2,83825168_7eb77b6fe0dc040cb6052e97c520200e-p_f.jpg
83126668,1,0,5,2,0,0,0,0,0,14374.8,3245,1,0,1,1,2.566666667,8.333333333,1533,17,4,4,2,83126668_streetviewsize1025x768location30.358959197998047-97.88582611083984keyAIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33wsignaturezsKUz9hGnHIwZbSQG29S1v6ALio.jpg
83818664,57,0,4,2,1,1,0,1,0,44431.2,4676,1,0,1,1,2.5,8.333333333,1533,17,6,5,2,83818664_b9f3da55495eacb6db708c9c29979b78-p_f.jpg
83813163,40,0,4,2,0,1,0,1,0,10497,4038,1,0,1,1,1.933333333,8.666666667,1533,17,4,6,2,83813163_d6492c612c3748cb73b0201129413bc2-p_f.jpg
70352663,14,0,1,1,0,0,0,0,0,12632.4,3681,1,0,1,1,2.2,8.666666667,1533,17,4,4,2,70352663_a835e7c9b234cf67f9cb7639902e4fcd-p_f.jpg
70352660,29,0,3,2,2,1,0,1,0,9626,2934,1,0,1,1,2.133333333,8.666666667,1533,17,4,4,2,70352660_7fbbac1e7964bffe0e63c0997eaf75cf-p_f.jpg
29359897,37,0,7,2,0,0,0,0,0,9147,3165,1,0,1,1,2.1,8.333333333,1476,17,3,5,2,29359897_a4f727de0569ca2addc851f4e01bf6a5-p_f.jpg
29359660,25,0,3,2,0,0,0,0,0,10890,2103,1,0,1,1,1.866666667,8.333333333,1476,17,3,3,2,29359660_9c0c4b54be634da92798c318b4fa61c9-p_f.jpg
29359659,40,0,0,1,0,0,0,0,0,12196.8,2484,1,0,1,1,1.866666667,8.333333333,1476,17,2,4,1,29359659_99251d2e2491c7ffda551cc1c1898d16-p_f.jpg
29359657,31,0,3,2,0,0,0,0,0,9975,2115,1,0,1,1,1.866666667,8.333333333,1476,17,3,3,2,29359657_79a10bbb6832f9d4c30324866e96a6bc-p_f.jpg
29357155,40,0,3,2,3,1,0,0,0,7801,2721,1,0,1,1,1.866666667,8.666666667,1533,17,3,4,2,29357155_aa939c4ca175b4994e261690ab02cc95-p_f.jpg
29357154,16,0,2,4,0,0,0,0,0,7492,3261,1,0,1,1,1.9,8.666666667,1533,17,3,5,2,29357154_cafb83d81ef986c136888fb4a9c34148-p_f.jpg
29357153,40,0,4,2,0,0,0,0,0,8015,2954,1,0,1,1,1.9,8.666666667,1533,17,3,4,2,29357153_eb3c75b491314df2905a3b04dce6d5cc-p_f.jpg
63834822,58,0,1,2,0,0,0,0,0,7274,1982,1,0,1,1,1.866666667,8.666666667,1533,17,2,3,1,63834822_b3a70971c914e5fb62fe27683937777e-p_f.jpg
64508647,32,0,3,2,1,0,0,1,0,14374.8,4377,1,0,1,1,2.1,8.666666667,1533,17,4,5,2,64508647_a9ef8b0fb80da4302d0a2d4337ec9e5e-p_f.jpg
29357140,62,0,2,1,0,0,0,0,0,6795,2848,1,0,1,1,1.833333333,8.666666667,1533,17,3,4,2,29357140_bdaf6f3812a05d69f00a54b1904e1d09-p_f.jpg
64569638,1,0,0,1,0,0,0,0,0,12196.8,3424,1,0,1,1,2,8.666666667,1533,17,4,5,2,64569638_bd2cf27f91036835edeee7644f4515f4-p_f.jpg
29357138,40,0,3,1,0,0,0,0,0,6795,2097,1,0,1,1,1.833333333,8.666666667,1533,17,2,4,1,29357138_909ee2d9160a2400216dc140e6125a02-p_f.jpg
64652135,1,0,7,2,0,0,0,0,0,8712,3950,1,0,1,1,2.033333333,8.666666667,1533,17,4,6,2,64652135_0524d9aa8f1c52a987e9a9a0419c36fc-p_f.jpg
83822134,39,0,4,2,0,0,0,0,0,10280,3981,1,0,1,1,2,8.666666667,1533,17,4,4,2,83822134_98d451dd3939739b80a7147a13ce24f1-p_f.jpg
83822626,77,0,4,2,0,0,0,1,0,11325.6,4410,1,0,1,1,2.466666667,8.666666667,1533,17,4,5,2,83822626_6b500ecda5a25a63f81a7542a42e0124-p_f.jpg
29357126,63,0,2,2,0,0,0,0,0,6838,2892,1,0,1,1,1.866666667,8.666666667,1533,17,3,4,2,29357126_932fb467c12db641d19bc879bb9becad-p_f.jpg
144179625,33,0,4,2,0,0,0,0,0,41817.6,4549,1,0,1,1,2.533333333,8.333333333,1533,17,5,4,2,144179625_bd80b24cce6b043eff1afb813d794e4b-p_f.jpg
29357116,30,0,3,2,1,2,0,0,0,9234,2689,1,0,1,1,1.866666667,8.666666667,1533,17,2.5,5,2,29357116_c1f482e1445a61296c10975339994f8f-p_f.jpg
83814114,38,0,2,2,0,0,0,0,0,9975,2724,1,0,1,1,1.833333333,8.666666667,1533,17,3,4,2,83814114_cc316d87b7902a9037fb938fbebbb588-p_f.jpg
83824113,40,0,3,2,1,0,0,0,0,14374.8,3958,1,0,1,1,2.1,8.666666667,1533,17,4,4,2,83824113_58a777d04b7c7cae1785de0a7ad54e83-p_f.jpg
83819613,1,0,4,2,4,1,0,2,0,13503.6,5123,1,0,1,1,2.6,8.333333333,1533,17,5,5,2,83819613_d572e2802ad1ebb93fe1dc4fb385682f-p_f.jpg
83830111,39,0,3,1,1,0,0,1,0,7971,3178,1,0,1,1,2.366666667,8.666666667,1533,17,4,4,2,83830111_895227d8b43abbfd1690f44b653302f4-p_f.jpg
70352611,50,0,0,2,0,1,0,0,0,11325.6,3879,1,0,1,1,2.133333333,8.666666667,1533,17,4,4,2,70352611_f801de7e178dca53a164c6f01fe74bd7-p_f.jpg
29357111,31,0,4,1,0,0,0,0,0,9801,2319,1,0,1,1,1.866666667,8.666666667,1533,17,2,4,1,29357111_edab120b88502c949d946638fa18a5e7-p_f.jpg
64878610,1,0,3,1,2,0,0,1,0,7405,2177,1,0,1,1,2.4,8.666666667,1533,17,2,3,1,64878610_6abad3af15bcad84d84976eb199a8f24-p_f.jpg
29359604,26,0,3,1,0,0,0,0,0,8276,2000,1,0,1,1,1.9,8.333333333,1476,17,2,3,1,29359604_76b37dc8daa7cd7d784852e06dd07fed-p_f.jpg
29357102,64,0,4,2,0,0,0,0,0,8668,2115,1,0,1,1,1.866666667,8.666666667,1533,17,2,3,1,29357102_a45c47782bf3a4488edc1ad1c03b34dc-p_f.jpg
29357098,37,0,9,2,0,0,0,0,0,6599,3032,1,0,1,1,1.866666667,8.666666667,1533,17,3,4,2,29357098_b289bbbeb9e4a71bc210f7ef0a0f8077-p_f.jpg
89547592,40,0,5,3,2,2,0,0,0,10280,4012,1,0,1,1,2.5,8.666666667,1533,17,4,5,2,89547592_96db74bdfd766351632fc0962b787c87-p_f.jpg
79980590,29,0,4,2,0,0,0,0,0,9016,2804,1,0,1,1,2.5,8.666666667,1533,17,3,4,2,79980590_6115605adab1ad5737af930aa9494560-p_f.jpg
70337590,36,0,3,2,1,1,0,2,0,12196.8,3595,1,0,1,1,1.933333333,8.666666667,1533,17,4,6,2,70337590_3b551268d9283b345097bacdbe9b2925-p_f.jpg
29357089,33,0,3,2,0,0,0,0,0,12196.8,2735,1,0,1,1,1.933333333,8.666666667,1533,17,3,4,2,29357089_a4f0f71b74a332cb82c441715621cfba-p_f.jpg
29359588,27,0,3,1,0,0,0,0,0,8319,2118,1,0,1,1,1.866666667,8.333333333,1476,17,2,3,1,29359588_52934e8d2d6e7e5816a06aae13a3a6b3-p_f.jpg
29357086,16,0,3,1,0,1,0,0,0,7623,2964,1,0,1,1,1.933333333,8.666666667,1533,17,3,4,2,29357086_b83310711dea47eea36fa319ab20c922-p_f.jpg
70337583,31,0,1,2,0,0,0,0,0,8755,4403,1,0,1,1,1.9,8.666666667,1533,17,4,5,2,70337583_8c685c0dc681d19647b586eee149ed2c-p_f.jpg
29359583,39,0,3,1,0,0,0,0,0,6708,2664,1,0,1,1,1.866666667,8.333333333,1476,17,3,4,2,29359583_116c6909b149631e437db0cdcf35c15c-p_f.jpg
29357083,1,0,0,1,0,0,0,0,0,10454,2149,1,0,1,1,1.9,8.666666667,1533,17,2,4,1,29357083_8db90cb30abae7dbf21657ac60146ee9-p_f.jpg
70337579,40,0,2,2,0,0,0,0,0,8145,2668,1,0,1,1,1.9,8.666666667,1533,17,3,4,2,70337579_d72cd452d5b5038f6e59acf68ae32cb3-p_f.jpg
70352577,40,0,3,2,3,2,0,0,0,9147,3056,1,0,1,1,2.233333333,8.666666667,1533,17,4,4,2,70352577_2cf28abb7d5de73c1dab366832610d3b-p_f.jpg
29357077,40,0,3,1,0,0,0,0,0,7753,2208,1,0,1,1,2,8.666666667,1533,17,2,4,1,29357077_7a998ea9866225d889586fe82792e2a6-p_f.jpg
70352576,80,0,3,3,2,1,0,1,0,9757,3605,1,0,1,1,2.233333333,8.666666667,1533,17,5,5,2,70352576_9a47bca6250c822dbbee036f88d9695d-p_f.jpg
83815075,80,0,3,2,0,0,0,0,0,7535,3408,1,0,1,1,2.1,8.666666667,1533,17,3,4,2,83815075_50218fa649ec256091af2a42c45f8eff-p_f.jpg
70352575,34,0,3,2,0,0,0,0,0,9539,3381,1,0,1,1,2.2,8.666666667,1533,17,4,4,2,70352575_faf2ca6b7605f7ba2cd6d2717ef53af7-p_f.jpg
64838074,33,0,3,1,0,0,0,0,0,16552.8,4285,1,0,1,1,2.1,8.666666667,1533,17,4,5,2,64838074_c5d5a6bf4df1caf6e709ceda40bdfa66-p_f.jpg
29359571,40,0,3,2,2,2,0,0,0,6490,2410,1,0,1,1,1.9,8.333333333,1476,17,3,4,1,29359571_f9e7e3f93dae559f23d48c6301013911-p_f.jpg
83825069,45,0,3,2,1,1,0,0,0,11325.6,4435,1,0,1,1,2.166666667,8.666666667,1533,17,4,4,2,83825069_35ecb568cff74981094a61a656eaaae1-p_f.jpg
70352569,35,0,3,2,0,0,0,0,0,12632.4,3615,1,0,1,1,2.166666667,8.666666667,1533,17,4,4,2,70352569_14b6ca639c85735186d012368483862d-p_f.jpg
29359566,63,0,1,2,4,1,0,1,0,7666,2914,1,0,1,1,1.866666667,8.333333333,1476,17,4,4,2,29359566_95f82b0de0561c2b8ef52a19af45e659-p_f.jpg
83820060,41,0,3,1,1,2,0,1,0,12632.4,3920,1,0,1,1,2.566666667,8.333333333,1533,17,4,4,2,83820060_fec38a1e09b2bbeeaea3ce56f4d7cd10-p_f.jpg
70337559,27,0,3,1,0,0,0,0,0,5488,2511,1,0,1,1,1.9,8.666666667,1533,17,4,4,2,70337559_1b5a0b4f5151aa49af53361b561adb7b-p_f.jpg
29357058,1,0,1,2,0,0,0,0,0,7143,2505,1,0,1,1,2,8.666666667,1533,17,3,4,2,29357058_cf6c39a8988f711d81e8a1d5be8069b5-p_f.jpg
96635553,80,0,3,2,2,0,0,0,0,11761.2,4410,1,0,1,1,2.033333333,8.666666667,1533,17,5,5,2,96635553_2e8ec48f059af6c16b98e7ec1981e95b-p_f.jpg
70352553,40,0,3,2,0,0,0,0,0,9321,3227,1,0,1,1,2.233333333,8.666666667,1533,17,4,4,2,70352553_968e48b960e9bd5897114c2bb2fd6eaa-p_f.jpg
70337552,40,0,3,2,0,0,0,0,0,9191,3313,1,0,1,1,1.8,8.666666667,1533,17,4,4,2,70337552_f262f0cfb5a338c316e6cbe9b6fa8e96-p_f.jpg
79980551,40,0,1,2,0,0,0,0,0,13939.2,3715,1,0,1,1,1.966666667,8.666666667,1533,17,4,4,2,79980551_0081acfe011bb601c29af738576aa638-p_f.jpg
70352551,33,0,3,2,2,1,0,1,0,9104,2946,1,0,1,1,2.266666667,8.666666667,1533,17,4,4,2,70352551_82158366ab23d5ec4842b1d03e9eebd8-p_f.jpg
83825050,1,0,0,1,0,0,0,0,0,13068,3906,1,0,1,1,2.1,8.666666667,1533,17,4,5,2,83825050_8f779df67213d07f8b538a7ba6126286-p_f.jpg
29357050,110,0,7,2,0,0,0,0,0,8712,2744,1,0,1,1,1.933333333,8.666666667,1533,17,3,4,2,29357050_ae1fdaa1b52eed09dc7d3d810c0ec410-p_f.jpg
70352549,41,0,4,2,2,0,0,1,0,11325.6,3800,1,0,1,1,2.133333333,8.666666667,1533,17,4,4,2,70352549_33b2e70b955288af07daf886f297220e-p_f.jpg
70337549,45,0,0,1,0,0,0,0,0,9670,4114,1,0,1,1,1.8,8.666666667,1533,17,4,5,2,70337549_24d787467ce2d4c85afd9b161fdf3149-p_f.jpg
29359547,71,0,5,2,0,0,0,0,0,8276,3192,1,0,1,1,1.9,8.333333333,1476,17,4,5,2,29359547_337ada227b06ea4b569e884a6a49c662-p_f.jpg
70352541,66,0,4,2,0,0,0,0,0,16117.2,3450,1,0,1,1,2.066666667,8.666666667,1533,17,4,4,2,70352541_7429b40fd96cdbcec2cf7bd63626e10a-p_f.jpg
29359540,55,0,3,2,1,2,0,0,0,9931,2648,1,0,1,1,1.9,8.333333333,1476,17,3,3,2,29359540_cbf4a4655c9cfbd778f9189303768c03-p_f.jpg
83827539,89,0,2,2,0,0,1,0,0,8450,1917,1,0,1,1,2.3,8.666666667,1533,17,2,3,1,83827539_e61b3aaf180d57c7148e255ded7f5b79-p_f.jpg
29359539,37,0,4,1,0,1,0,1,0,7666,2282,1,0,1,1,1.9,8.333333333,1476,17,3,4,2,29359539_89d0c8bb78294197fdbe034b4139b6c5-p_f.jpg
64803038,1,0,3,1,0,0,0,0,0,13068,3500,1,0,1,1,2.133333333,8.666666667,1533,17,3,5,1,64803038_9fcbe08aa082efe2a17e6d82ff7eb420-p_f.jpg
83819037,39,0,1,2,0,0,0,0,0,5924,2833,1,0,1,1,1.8,8.666666667,1533,17,3,4,2,83819037_72cdd1664eda0462c53e9b2e8087d2cb-p_f.jpg
29359536,31,0,7,2,0,0,0,2,0,6011,2743,1,0,1,1,1.9,8.333333333,1476,17,3,4,2,29359536_243696b557b87e18d5a52cd678c236c0-p_f.jpg
83820035,80,0,3,2,2,2,0,0,0,8276,3292,1,0,1,1,2.4,8.666666667,1533,17,3,5,2,83820035_ae36d27a7c1dcd7d55b32103f4de9cfe-p_f.jpg
29359535,32,0,5,2,1,1,0,1,0,6359,2215,1,0,1,1,1.9,8.333333333,1476,17,2,4,1,29359535_e80176e6c1ccc6126ffa689e0244b3a7-p_f.jpg
29357034,1,0,2,2,3,2,0,0,0,10018,1870,1,0,1,1,2,8.666666667,1533,17,2,3,1,29357034_eb23ea288ac0fd6487e6b499f4c0b9f7-p_f.jpg
83817024,68,0,4,2,3,1,0,2,0,7318,2700,1,0,1,1,1.8,8.666666667,1533,17,3,4,2,83817024_35091edce88e590239bd2f937fa3dc8e-p_f.jpg
29359522,145,0,1,2,0,0,0,0,0,12632.4,3458,1,0,1,1,1.833333333,8.333333333,1476,17,3,4,2,29359522_91bbd159053e0f20024250e852f36559-p_f.jpg
80088519,1,0,0,1,0,0,0,0,0,8276,3323,1,0,1,1,2.5,8.666666667,1533,17,4,4,2,80088519_ac885f81e8f3df5872d9132cad9c6786-p_f.jpg
70349018,38,0,1,2,0,0,0,0,0,11325.6,3857,1,0,1,1,2.566666667,8.333333333,1533,17,4,4,2,70349018_c1dd90e14b2ab315b15ba367365c1275-p_f.jpg
80104017,39,0,4,1,2,2,0,1,0,8058,3096,1,0,1,1,2.233333333,8.666666667,1533,17,3,4,2,80104017_0c1fb2770ecd54955a55195b96f3008f-p_f.jpg
70337517,53,0,4,2,0,0,0,0,0,7448,2575,1,0,1,1,1.9,8.666666667,1533,17,3,4,2,70337517_66364609cd10b0da8f9c1214fc7b1fa5-p_f.jpg
